AATS0p,AATS1p,nAtomP,SaasC,WTPT-4,BCUTc-1h,GGI4,maxaaCH,SpAD_Dt,SpMax_Dt,EE_Dt,ETA_BetaP_ns,BCUTw-1h,BCUTc-1l,naAromAtom,SpDiam_Dt,MLFER_E,SPC-6,GATS1p,SaaCH,R_TpiPCTPC,AATS5p,minHaaCH,AATSC0i,maxaasC,ATS0p,Mp,MWC2,Zagreb,nAromBond,SPC-5,SP-2,ETA_dBetaP,JGI5,ETA_Eta_R,JGT,GGI7,ATS3v,minaasC,AATS6p,minHother,SPC-4,ATS8p,ATS8v,BCUTp-1h,AATS2p,ETA_BetaP,ATS1v,ATS3p,ETA_Eta_B_RC,AATS8p,ASP-5,ETA_EtaP_B_RC,ATS2m,nHaaCH,naaCH,ETA_Alpha,ETA_dBeta,SpMax8_Bhp,SpMAD_Dt,SpMax1_Bhi,SRW2,nBonds,TIC3,MW,JGI2,VPC-6,hmin,TWC,GGI3,ATS6p,AATS5v,ETA_Shape_Y,ZMIC0,ATS3e,ATS2v,ASP-7,ATS4p,SRW4,MDEO-12,AATS4p,ETA_EtaP_F_L,ATS4v,SpMin8_Bhp,maxHaaCH,SHaaCH,SpMax4_Bhv,SpMin1_Bhp,ATS3s,VPC-4,SpMax2_Bhm,GGI8,GATS1m,ECCEN,VP-0,ATS1e,ATS6v,AATS7p,JGI3,Sp,minHCsats,GGI5,ATS3i,ZMIC4,ATS0v,VP-6,ATS4e,MWC10,SpDiam_D,AATSC1e,ATS0e,Sv,SpMax1_Bhe,SpMax4_Bhi,AATS6e,maxdO,VR3_D,VR3_Dzs,ATS5p,Mv,ASP-1,SpAD_Dzm,SpMax_Dzm,SpMax_DzZ,EE_DzZ,SpAD_DzZ,SpAbs_Dzm,EE_Dzm,ATS5v,ATS5e,SpMin4_Bhi,WTPT-1,VR3_Dzp,AATS3p,Spe,McGowan_Volume,SC-3,naasC,ATS7p,AATS0v,ATS4s,Sare,MDEC-33,ATS3m,VR3_Dzi,VP-3,minaaCH,SpMax1_Bhm,TIC4,VPC-5,ETA_Eta_R_L,WPOL,MATS1e,VP-5,GGI9,ATSC1v,TIC5,GATS1e,VP-2,ETA_Eta_L,maxHdsCH,MWC3,Kier1,piPC9,SHBa,GATS1v,VR3_Dt,ATS2p,nBonds2,Sse,ATS1i,ETA_Epsilon_1,nHeavyAtom,VAdjMat,ETA_Eta,nC,ATS7e,apol,SdssC,nBondsM,AATSC2c,AATS6v,ZMIC3,ETA_Beta_ns,CrippenMR,GGI6,ETA_EtaP_F,ETA_EtaP_L,SpMax_D,EE_D,SpAD_D,ETA_Beta_s,minsssCH,SpDiam_Dze,SpDiam_Dzi,ATS2e,SpMAD_D,ATSC1e,ATS6i,CrippenLogP,SP-0,ATS1p,ASP-6,ATS7i,SpMax5_Bhv,AATS8e,SpMax5_Bhp,SpMax5_Bhe,SdsCH,MATS2v,maxHother,SpMax2_Bhe,minHdsCH,SpMax2_Bhi,SpAbs_Dzi,SpAD_Dzi,VR3_Dze,VR3_Dzv,DELS2,ATS8e,Si,nAtom,SpDiam_Dzm,SpMax5_Bhi,SpMax4_Bhe,minHCsatu,mindsCH,EE_Dze,SpMax_Dze,SpAD_Dze,SpAbs_Dze,SpMax1_Bhp,SpMax8_Bhe,AATS1e,SM1_Dze,ATS6e,GGI10,EE_Dzi,SpMax_Dzi,JGI1,VR3_DzZ,VR3_Dzm,ATS8i,SpDiam_DzZ,piPC5,ETA_dEpsilon_B,AATSC2v,SpMax5_Bhs,ATS7v,inhibitor
1.595615,1.910171,11,-3.60599,29.468888,0.155426,4.115556,1.478047,1191.691905,595.845952,595.845952,0.7439,16.004998,-0.386892,24,839.568912,4.377,22.643103,0.783343,12.527027,5.48915,1.430531,0.606433,1.371308,0.35926,100.523728,0.699472,5.451038,232,24,14.736413,18.992559,0.10366,0.030873,96.14516,0.515751,1.375,37558.63099,-0.601204,1.485629,0.606433,8.411229,270.925662,40533.9969,12.622977,1.814084,1.38415,20206.68594,244.039946,1.40233,1.361435,0.061143,0.0342,11837.22443,10,10,18.66663,4.25,2.857077,29.065656,4.036244,4.532599,46,321.142713,558.116211,0.079365,5.179433,-0.42766,169.258917,4.1875,276.326983,215.296497,0.50893,142.095526,1289.673476,31060.81316,0.023213,252.268171,5.921578,3.099861,1.417237,0.27754,38444.05455,1.171556,0.733125,6.538624,3.765773,2.086427,680.722222,2.758832,3.90336,1.22197,0.740129,1038,20.976149,552.340176,41984.81894,1.452446,0.051698,44.066734,0.891476,2.5625,23778.95724,33.197188,15769.64798,2.552224,1463.468092,12.874694,351.441865,-0.026177,520.890564,43.822896,4.037276,3.838912,8.102642,14.092159,27.547133,24.860861,264.648316,0.695602,0.424517,409.961533,203.851685,203.816197,203.816197,409.897118,407.848512,203.851685,39829.85196,1503.541004,1.795275,84.516039,26.44779,1.544557,63.819608,3.7277,3.567291,14,281.774438,250.311873,894.611111,64.76,40.654875,14451.51103,27.593795,7.242511,0.912196,4.014209,349.05886,3.938875,19.52767,81,-0.185313,3.945751,0.68125,481.755455,360.568635,0.97169,9.8245,8.14856,0,6.347389,31.00189,8.119045,111.540893,0.702903,25.463098,201.363273,68,65.403496,9770.805173,0.69418,41,6.357552,37.40028,30,1593.626036,76.291446,-1.327259,26,-0.000705,225.724833,39.130167,30.5,144.0633,2.027755,1.4328,0.19875,254.573097,254.573097,509.146195,26.25,-1.447587,283.667076,288.994857,888.794504,12.4182,-1.780063,28461.82924,4.08928,29.162043,129.891661,0.038884,29805.63192,3.373681,8.109509,3.360937,3.492743,0,-0.043667,0.733125,3.9334,0,3.936282,415.170395,416.703266,26.783149,27.224163,97.081785,1613.792372,471.121734,63,283.612813,3.501783,3.825132,0.891476,0,203.888931,203.888931,410.02915,407.921238,3.956025,3.059901,8.12265,2.733443,1507.091416,0.412407,207.537683,207.537683,0.206522,26.770444,26.77663,30871.16174,283.561114,6.527227,0.10874,-1.981986,4.321037,43151.6122,0
1.56106,1.911302,9,2.027648,7.382996,0.276607,1.138333,2.012466,494.673246,247.336623,247.336623,0.69231,15.996934,-0.330427,15,353.292337,2.439,7.23977,0.902524,19.448816,5.122542,1.230007,0.440357,1.482298,1.135327,71.80877,0.690079,4.94876,140,16,5.418089,11.460108,0.06731,0.022884,44.28549,0.409257,0.418438,21134.44194,0.892321,1.197533,0.440357,3.826747,106.368298,14750.78155,10.162426,1.69224,1.31731,13716.07033,154.263718,0.62702,1.313189,0.07525,0.02412,6475.67145,10,10,12.29999,1.75,2.665925,19.025894,4.109513,4.077537,29,232.47421,348.147393,0.078947,2.122861,0.148207,131.472234,2.118056,123.345896,167.863379,0.36585,84.43838,837.143776,19540.62034,0.030514,148.462059,5.407172,0,1.302299,0.25844,20107.49281,0.960336,0.535202,4.724133,3.426808,1.968159,324.833333,1.551494,3.90495,0.253472,0.78444,623,14.183477,378.104508,17449.24528,1.206477,0.055738,31.743629,0.508314,0.778056,17186.30578,24.545421,10651.3305,1.27531,875.807404,12.08373,215.854709,-0.006308,353.178536,30.078602,4.079229,3.585666,7.814588,12.513735,14.600383,14.964675,136.530763,0.653883,0.435553,240.301322,120.190384,120.178178,120.178178,240.276685,239.347971,120.190384,18632.8351,844.723264,1.345921,53.127685,14.537109,1.402397,44.686275,2.6218,1.643951,2,112.202347,231.550663,344.611111,45.256,10.813414,6747.448762,17.407622,4.832775,1.816131,4.042788,242.08385,1.968808,12.63098,38,-0.086806,2.239225,0.159383,206.021254,242.08385,0.759912,6.822405,5.91152,0,5.814131,19.322235,6.457487,39.606403,0.853262,22.069039,138.763667,49,46.19665,7087.688973,0.59348,26,5.70044,19.55153,21,733.282564,54.90186,-1.188299,18,0.001471,169.410148,25.531854,18,103.5755,0.632018,0.95131,0.22737,143.379632,143.379632,286.759264,16.25,-0.931732,185.442593,181.704799,626.042424,11.029202,-0.309098,16694.48041,3.24068,18.095647,93.653786,0.046828,15141.04616,3.179888,7.712343,3.168768,3.321827,0,-0.160101,0.535202,3.966069,0,3.991727,235.552411,236.447705,17.622926,14.861868,29.26267,624.699752,346.321862,46,185.333812,3.368995,3.55875,0.656863,0,120.252921,120.252921,240.426917,239.479831,4.006154,2.77182,7.716419,1.02601,804.90258,0.093668,118.261156,118.261156,0.155172,17.721933,17.704999,12775.83731,185.314225,5.810767,0.06848,-8.080396,3.78526,15882.81288,0
1.39821,1.780805,5,0,28.049345,0.294507,5.368333,0,1407.274543,696.718109,696.718109,0.20833,16.00398,-0.37068,0,865.655489,2.231,41.154651,1.223396,0,1.298425,1.177531,0,1.310754,0,92.281827,0.648193,5.451038,232,0,24.027124,18.18147,-0.47917,0.039416,84.83127,0.718115,1.221407,45951.51772,0,0.984905,0.665953,12.520402,180.63718,25243.46311,13.919595,1.571016,0.89583,19385.27438,315.566966,1.69022,0.950722,0.050473,0.04695,12382.55342,0,0,16.3333,-17.25,2.872383,39.09096,4.105097,4.442651,42,361.910462,502.183897,0.119718,22.747738,-0.57824,163.62316,7.979167,329.943283,160.110014,0.33674,131.103107,1680.664708,33085.06355,0.01756,383.525018,5.942799,4.50033,1.278417,0.1449,52987.4345,1.302987,0,0,3.360408,2.061252,628.006944,8.076181,3.866021,0.66014,0.713304,801,20.698434,569.984688,45197.71767,1.068375,0.089654,42.780713,0.484865,3.508056,32076.63276,27.713062,14107.85955,5.486929,2345.314072,13.633577,262.467954,-0.006675,531.124496,41.275408,4.099274,3.53806,7.922051,14.25796,22.077642,22.023201,388.585349,0.625385,0.400615,341.27274,170.129371,170.10926,170.10926,341.236613,339.295958,170.129371,52836.3047,2520.611044,1.467145,74.430924,22.999929,1.488523,65.372549,3.3838,5.004038,0,239.315926,213.755448,859.569444,66.4,13.262558,16043.27895,22.091736,10.880265,0,4.059971,361.910462,14.804659,16.82578,89,-0.050901,7.41564,0.354066,173.180837,361.910462,0.739694,12.56214,11.60931,0.665953,6.431331,25,6.922644,91.222959,1.013315,22.185161,221.51319,72,67.624181,10349.3357,0.63434,36,6.169925,55.68009,26,1769.339524,73.78379,-1.479207,5,0.001503,134.91856,27.713062,7.5,119.6518,1.909524,0.80976,0.32248,184.388437,184.388437,368.776874,24.75,-1.526662,247.441448,249.393047,1118.9053,10.243802,-0.480586,55866.34791,1.13338,25.629028,128.217953,0.030018,36471.85278,3.304991,8.039516,3.293017,3.464037,1.166717,0.187073,0.665953,3.914238,0.665953,3.91873,343.670869,345.068371,22.07467,22.314175,79.445919,1527.508108,501.138677,66,247.421607,3.48831,3.5316,0.678492,1.166717,170.150479,170.150479,341.310664,339.339607,4.00299,3.072421,7.916454,2.484948,2653.886932,0.249879,172.220925,172.220925,0.309524,22.074353,22.074508,32013.59113,247.402705,5.820083,0.00983,9.001092,4.539508,33280.9609,0
1.433888,1.758398,17,3.029502,43.478655,0.190303,4.473333,1.698997,1696.235051,848.117526,709.782713,0.5,16.010076,-0.393979,24,1142.80809,5.23,25.214789,0.987587,20.128933,5.621306,1.286181,0.547076,1.326783,0.732023,140.521006,0.657689,5.726848,306,24,16.899559,25.027755,-0.14732,0.022489,144.60902,0.497124,1.535679,50978.99236,-0.105969,1.435045,0.545274,10.694331,442.054785,64813.49334,13.079731,1.589976,1.14732,28180.49756,343.245278,1.67516,1.319567,0.066539,0.02991,16175.311,13,13,25.33328,-8.25,3.152137,30.289912,4.043237,4.828314,62,531.71224,778.247285,0.075702,6.19437,-0.505387,201.964963,5.256944,396.07243,185.00751,0.45395,203.285008,2117.153728,43035.92854,0.025942,356.168149,6.192362,7.499723,1.245343,0.23412,51591.05703,1.473272,0.712271,7.827943,3.7347,2.019667,1087.055556,3.674322,3.83651,1.32857,0.822193,1709,29.463262,844.70216,57295.96457,1.395092,0.051539,64.453477,0.854897,2.271389,40650.84666,42.179141,21708.44577,3.082239,2300.059512,12.974974,599.845968,-0.025889,797.423584,62.81517,4.036486,3.814142,7.906266,0,38.480419,35.548591,369.133925,0.640971,0.432919,725.009127,362.575782,362.470155,362.470155,724.797452,721.306151,362.575782,53097.15534,2278.15662,1.767193,114.964495,36.852299,1.325271,97.819608,5.3646,4.324737,11,428.293287,221.514753,1096.083333,99.36,0,19466.86297,36.996354,10.059422,1.320568,4.004759,563.486677,4.949917,26.84084,102,-0.187591,5.053472,1.281883,602.402301,574.241565,1.050136,13.847335,13.73036,0.559802,6.605298,44.068678,8.273951,143.413563,0.863316,36.442359,283.015643,104,100.935178,15202.60452,0.65374,56,6.807355,68.57309,40,2396.997592,111.237306,0,25,-0.003259,207.594075,48.671652,28,192.819,1.732381,1.35778,0.24519,457.242375,457.242375,914.484749,36.25,-1.785953,477.887366,490.744536,1446.016364,16.330085,-2.692421,42525.44432,0.37269,39.835405,182.873361,0.042029,47281.03117,3.618005,8.009171,3.595442,3.788661,3.519739,-0.071517,0.712271,3.881242,0.545274,3.894184,744.417006,747.022657,36.443364,37.289415,119.827126,2683.072264,742.17689,98,477.75685,3.794921,3.800367,0,1.750163,362.686647,362.686647,725.231296,721.539255,3.976526,3.293394,8.122136,3.975917,2182.129544,1.124789,373.560796,373.560796,0.209677,36.436335,36.439751,52419.4126,477.632509,6.538321,0.07417,-3.398142,4.34446,62004.66796,0
1.431971,1.817409,5,0,18.669093,0.28897,5.019444,0,1195.056215,595.331934,595.331934,0.22368,34.968854,-0.390677,0,780.767454,2.155,36.413919,1.103157,0,1.637828,1.106412,0,1.293592,0,110.261731,0.652453,5.4161,224,0,23.157455,18.154959,-0.39474,0.038463,93.70369,0.725546,1.40462,49446.48473,0,1.113751,0.365544,13.709115,309.472483,39592.1615,13.822732,1.60191,0.84211,21148.38435,356.369806,1.72047,1.085868,0.055453,0.04528,12695.25455,0,0,18.0476,-15,2.960094,31.448848,4.064178,4.442651,42,438.013239,546.238431,0.146032,20.559766,-0.403236,163.785687,6.861111,374.220251,142.752288,0.33245,133.750081,1823.711464,35495.45751,0.020138,421.722617,5.899897,1.887555,1.317883,0.13188,55729.48623,1.365663,0,0,3.382665,2.068894,658.278549,9.071071,3.902028,0.893432,0.7473,875,23.801248,623.438538,49063.32397,1.147157,0.076235,50.238878,0.472262,3.038611,35706.08777,26.137479,15936.47948,5.255849,2463.02436,13.255335,308.415903,-0.004071,593.773213,46.660092,4.047947,3.524639,7.640988,13.554131,27.238156,23.762233,412.691814,0.605975,0.41961,400.880977,199.889692,199.897164,199.897164,400.897414,398.856305,199.889692,53246.60362,2823.864664,1.572863,76.881362,27.905909,1.516467,74.329412,4.0679,4.66931,0,349.882773,206.967266,855.272634,75.252,15.728114,17718.3045,25.326915,11.950474,0,4.062991,444.013239,14.28153,17.62353,90,-0.043465,7.000904,0.5125,248.769275,444.013239,0.721009,13.364568,12.61221,0.437316,6.361302,29.49093,6.781058,74.922612,1.043304,22.233473,251.499912,81,77.392935,11619.43157,0.57601,38,6.247928,65.52463,30,2327.581312,86.598927,1.775478,6,0.000062,146.021797,26.764399,8.5,143.4546,1.995238,0.74155,0.3319,216.815967,216.815967,433.631933,23.5,-0.915065,290.961269,293.548687,1199.97827,11.411367,-0.329774,54767.94986,4.19966,27.999271,147.210135,0.033724,49241.73287,3.264833,7.578046,3.239977,3.46735,5.437707,0.17943,0.437316,3.890125,0.365544,3.903895,406.64924,407.709977,25.261378,26.428619,74.083272,2159.743076,584.695962,77,289.970115,3.481059,3.491767,0.464157,1.659028,200.848821,200.848821,402.871149,401.232693,3.984649,3.115087,7.696772,1.949248,2567.37181,0.342618,203.177249,203.177249,0.297619,25.333551,25.336777,46519.18959,289.975997,5.655992,0.01995,9.23153,4.369276,45716.35767,0
1.437345,1.807465,10,1.110293,0,0.174782,0.653333,2.072839,302.877883,151.438941,151.438941,0.57143,14.003084,-0.299672,6,218.830096,1.157,3.305319,1.167463,10.267742,5.777256,1.222413,0.44745,1.384603,1.110293,68.992548,0.654983,4.59512,98,6,2.688282,8.199622,0.0119,0.022947,32.01568,0.330171,0.166667,18629.07441,1.110293,1.10699,0.331254,1.808834,88.76618,10167.40487,10.233928,1.459955,1.13095,12107.74092,149.268077,0.25599,1.008707,0.090399,0.01219,4607.543075,5,5,10.4,0.25,2.665925,14.422756,3.913661,3.806662,22,211.05865,281.21435,0.065844,1.750064,-0.233742,113.646374,0.5625,150.55067,146.897396,0.18269,76.572958,866.172556,16912.26094,0.03806,147.386569,5.030438,0,1.228221,0.19292,18066.13555,0.960279,0.46283,2.276232,3.19724,1.9667,229.166667,1.046806,3.706108,0.131015,1.07864,438,13.438413,361.75804,17494.63542,1.017993,0.020833,31.439168,0.261204,0.527778,19248.48264,28.742482,9552.913308,1.074929,862.773664,11.138276,168.68673,0.001535,342.410484,28.072639,3.885452,3.444791,7.042114,0,11.149804,10.767482,151.579245,0.584847,0.469547,180.386169,90.19987,90.19245,90.19245,180.371295,180.25724,90.19987,18215.27708,879.17286,1.32262,42.3407,11.368972,1.243901,44.486275,2.5512,0.741582,1,127.249178,199.019027,220.416667,44.988,0.793701,4755.987203,12.261139,4.062447,2.033434,3.831758,212.568425,1.506129,10.33001,27,0.13295,2.121296,0.07,-12.117736,210.568425,1.075019,5.809558,6.2786,0.331254,5.389072,17.355372,6.205693,2.664588,1.135153,11.760344,129.935979,49,46.648944,7034.376533,0.48333,21,5.392317,19.33946,20,875.722396,54.303411,1.322269,8,-0.000468,128.637025,27.918484,12,90.282,0.202449,0.60363,0.29898,109.486936,109.486936,218.973873,11.75,0.728866,137.988745,135.469313,650.424844,10.427327,0.075227,21924.72184,4.64478,14.916003,88.565796,0.059935,20499.19519,3.128488,7.017281,3.141483,3.212181,2.363519,-0.041604,0.46283,3.79089,0.331254,3.832829,176.739873,176.943671,11.582515,11.049748,6.956807,617.520752,363.412013,48,137.922029,3.255811,3.364701,0.425131,2.363519,90.246376,90.246376,180.479394,180.352489,3.843654,2.77182,7.382817,0.140263,957.72744,0.037241,88.482562,88.482562,0.136364,11.601479,11.598812,14536.17312,137.911386,5.150035,0.03667,-2.253125,3.213772,14354.01972,0
1.550603,1.861961,18,-4.583946,40.137005,0.29359,5.241667,1.394866,1782.344383,891.172191,709.782713,0.66667,16.009359,-0.414348,24,1260.133599,5.161,27.502569,0.80814,9.332074,5.554944,1.356847,0.627368,1.36399,0.319058,122.497621,0.688397,5.666427,288,24,17.007177,23.717541,0.01961,0.027885,129.61963,0.548319,1.520904,47374.37866,-0.946199,1.35004,0.627368,11.340875,314.040217,47823.22832,12.164669,1.765863,1.31373,24851.68561,307.393689,1.82366,1.371355,0.064808,0.03576,14914.74406,8,8,22.99995,1,3.11255,34.947929,4.024177,4.744932,57,430.879264,700.14282,0.0894,6.005679,-0.386695,191.836836,4.625,317.259467,205.626369,0.52174,181.069144,1662.431212,38200.1791,0.025566,314.264358,6.137727,5.080239,1.348774,0.26563,47533.67747,1.390958,0.719866,5.45261,3.7718,2.045523,958.25,3.414138,3.930575,1.226529,0.759185,1598,26.010495,697.519092,48039.76792,1.338909,0.044903,54.383356,0.842725,2.816389,30549.483,33.656808,19362.81496,2.993746,1902.134496,12.993113,573.019136,-0.031833,659.851308,54.307576,4.023794,3.843872,8.212544,13.91457,34.126091,33.142885,316.145261,0.687438,0.42443,631.189748,314.867966,314.789683,314.789683,631.036868,628.037271,314.867966,47910.94388,1905.66366,1.797878,104.880274,36.337487,1.521751,80.392157,4.6133,4.586421,16,319.999249,245.098924,1007.555556,81.64,0,18727.4739,33.027862,8.889646,0.991991,4.002085,469.634151,4.586698,24.19234,103,-0.210721,4.766997,1.029383,638.100892,487.998679,1.020568,12.215225,10.6454,0.783631,6.558198,39.242844,8.185986,148.922411,0.711412,33.465896,245.4549,85,82.389658,12313.20842,0.7038,51,6.672425,53.22224,36,1955.957104,94.060204,-3.819688,28,-0.001808,204.424544,43.370424,34,174.8205,2.272789,1.49799,0.20873,396.911798,396.911798,793.823596,33,-1.42825,458.393997,470.141857,1125.343276,15.565169,-2.705807,36729.64202,3.52897,36.463008,158.266697,0.040603,37618.49861,3.539708,8.245736,3.524923,3.641742,1.846282,-0.021393,0.783631,3.967288,0.735805,3.972563,644.911577,647.101215,33.057508,33.361847,128.844823,1888.273608,593.052667,79,458.274,3.638934,3.835826,0,0.775151,314.950127,314.950127,631.350208,628.20748,3.957878,3.28883,8.206107,3.727422,1929.947856,0.759731,322.989929,322.989929,0.22807,33.058287,33.057906,35651.88498,458.159667,6.705639,0.10567,-0.961759,4.402339,48402.25932,0
1.785549,2.079514,6,4.835949,0,0.147333,1.177778,2.186614,300.2198,150.1099,150.1099,0.88095,34.96938,-0.323403,18,193.184688,2.215,10.293787,0.718165,29.250973,7.703436,1.588036,0.413854,1.419862,1.36516,66.065306,0.739257,4.70953,110,18,6.892773,8.904127,0.30952,0.0122,35.24066,0.383756,0.201389,19688.8167,1.128488,1.448303,0.413854,3.786617,47.780465,4958.394104,13.659567,1.93561,1.45238,11457.1062,147.016679,0.44582,0.936872,0.073413,0.02123,5615.654102,14,14,10.61429,6.5,2.559561,14.296181,4.008974,3.850148,23,121.265831,293.097127,0.097222,3.308648,0.169174,118.711211,2.375,160.761591,206.228512,0.18843,68.035458,645.343278,16795.16154,0.029927,157.431669,5.164786,0,1.639913,0.29426,20912.11086,0.844911,0.442652,6.058945,3.081071,2.039067,222.882716,1.705664,3.806227,0,0.635821,283,12.294147,292.868454,19820.85766,1.214949,0.065972,27.352508,0,0.451389,13025.66889,46.094397,9291.446176,0.984105,721.4783,11.94815,105.106833,-0.002677,273.042489,25.183442,3.989975,3.255983,7.323998,0,11.96423,11.058156,171.507836,0.680634,0.444617,124.169671,62.123106,62.148762,62.148762,124.222295,123.442527,62.123106,22272.67935,802.697404,1.129277,42.934899,11.700114,1.689847,35.235294,2.2951,1.238454,4,109.345409,251.120167,260.251029,35.44,2.941683,6701.016315,11.67386,4.086547,2.030823,4.030718,131.365697,2.618021,10.22618,36,-0.092839,1.992465,0,170.391019,125.656191,0.773955,5.42711,4.0468,0,5.57973,15.879017,6.815914,7.765616,0.767921,11.177997,121.943442,39,36.531318,5511.357137,0.55637,21,5.392317,13.96293,19,647.690828,47.388688,0,18,-0.00013,178.566285,47.329883,18.5,85.7614,0.279184,1.01323,0.1927,80.557867,80.557867,161.115734,12,0,83.547343,83.585329,469.238228,7.672178,-0.104398,17198.63958,3.7841,14.708896,81.101065,0.044838,14370.42554,2.728181,7.044418,2.766852,2.825057,0,-0.081726,0.442652,3.76639,0,3.788893,125.698368,126.021287,11.732149,11.602694,10.695489,359.265324,274.863783,37,82.565905,2.857987,3.194921,0,0,63.008299,63.008299,125.98326,125.666551,3.953965,2.644099,7.509448,0.350047,812.9638,0,63.027639,63.027639,0.152174,12.194773,12.213818,8476.191713,82.594285,5.795868,0.0839,-4.488445,2.735879,12592.9008,0
1.315135,1.713146,5,0,10.977588,0.291969,2.547222,0,408.555475,203.307943,203.307943,0.15,15.997931,-0.387427,0,238.168398,1.06,17.469902,1.304599,0,1.505841,0.939454,0,1.268133,0,57.865926,0.625082,4.762174,116,0,11.539589,9.169933,-0.475,0.039753,36.29844,0.652081,0.096372,24703.37742,0,0.920058,0,6.655084,38.899988,3622.147309,12.249601,1.46251,0.775,11313.60325,178.700491,0.80717,0.627419,0.059507,0.04036,6292.521044,0,0,9.33332,-9.5,2.533314,20.427774,4.005894,3.806662,22,207.195441,280.167459,0.12963,8.716402,-0.147344,119.482298,3.701389,126.047911,116.026989,0.32143,72.458828,971.7868,18592.49641,0.022664,203.880031,5.241747,1.189207,1.158409,0.11427,26637.08085,1.07826,0,0,3.077647,2.027881,315.979167,4.204227,3.630777,0,0.924248,247,12.732436,354.028264,15387.42596,0.835508,0.084122,27.503612,0.320013,1.073333,19566.58803,21.754691,8387.843402,2.344376,1349.008816,12.486273,93.306528,-0.002954,335.298256,25.36113,3.99346,3.296941,7.535591,11.970418,10.436413,9.939877,177.556724,0.576389,0.425676,121.599398,60.849552,60.839667,60.839667,121.579334,120.702042,60.849552,21929.10086,1418.830836,1.179665,40.370838,13.994554,1.396098,42.101961,2.186,2.24552,0,81.044232,190.632805,488.291667,42.72,6.505994,7947.455788,11.917226,6.216804,0,3.947338,208.340688,6.389566,9.36483,44,-0.033607,3.522984,0,86.560751,213.195441,0.80016,6.886789,7.07948,0,5.700444,14.917355,5.247024,34.090058,1.163322,11.103177,131.625913,46,43.976693,6655.772542,0.55152,20,5.321928,26.58747,16,724.113408,47.371032,0.838054,2,0.00172,112.316978,22.560577,3,76.7408,0.340454,0.48555,0.35397,67.683973,67.683973,135.367946,12.5,-0.663935,85.068306,86.120585,690.407504,6.768397,-0.135866,22947.57563,2.56958,14.706742,78.804727,0.037013,16400.38121,2.88193,7.132264,2.882101,3.124699,0,0.197654,0,3.707009,0,3.726989,123.070313,123.693597,12.149886,11.479989,28.925199,442.200384,335.927923,44,85.05766,3.19092,3.24446,0.538681,0,60.859927,60.859927,121.620457,120.725876,3.902655,2.816697,7.696267,0.993979,1032.375916,0,61.881425,61.881425,0.295455,12.155212,12.152609,10958.03913,85.047519,4.976734,0.01094,9.868867,3.324134,9168.353011,0
2.4789,1.894022,15,1.92716,32.085175,0.233586,3.226667,0,664.930479,332.465239,332.465239,0.33333,126.906511,-0.39399,6,475.132415,5.03,18.942253,0.508252,0,3.402597,1.550819,0,1.485563,0.514189,166.086313,0.731488,5.252273,190,6,13.522524,16.219679,-0.28846,0.028192,95.41555,0.613868,1.048611,34439.17955,0.124883,1.701843,0,9.470355,280.507971,32784.35528,17.15494,1.796037,0.95513,17870.84906,270.112661,1.43814,1.857669,0.068793,0.03688,18448.73668,0,0,20.46187,-11.25,3.162676,17.049499,3.962235,4.369448,39,332.163313,898.875632,0.130952,10.733783,0.096112,156.938353,4.5,285.909563,194.625717,0.41541,161.059713,1385.516356,26885.44983,0.025499,359.711132,5.713733,0,1.954952,0.19029,37699.07736,1.251394,0,0,3.289286,1.949184,936.025185,4.753763,10.692574,0.871756,0.507692,1017,26.336285,560.451476,33793.6487,1.80382,0.06338,49.009703,0.797766,1.888889,26626.06722,60.200255,16055.38733,2.261233,1550.985304,12.329144,389.604895,-0.047375,566.25638,43.891778,3.953231,3.518709,8.269624,12.767847,62.449779,62.449817,271.393392,0.655101,0.463127,465.934118,232.18992,232.227553,232.227553,465.77986,460.859645,232.18992,34059.50046,1458.134676,1.335144,75.045744,62.449813,1.637046,68.4,4.3971,3.293839,6,275.984429,239.632647,980.264007,69.176,31.476914,31247.45132,62.449796,8.550352,0,10.699042,341.673088,8.766231,18.06186,71,-0.293996,3.28423,0.6625,476.131762,341.673088,1.124385,11.212708,10.64039,0,6.111467,37.025641,6.329164,142.793037,0.703265,62.449773,201.156132,67,70.252731,10225.57462,0.68863,39,6.285402,54.08635,20,1273.31102,83.646204,-2.907949,9,-0.00502,201.152671,61.163352,13,160.4901,1.383673,1.05972,0.27283,272.466581,272.466581,544.933162,24.25,-2.250771,338.151842,330.412856,924.477024,13.972645,-3.174128,27157.09598,-4.42281,30.350488,126.899481,0.041461,24567.07849,3.280187,8.201436,3.540368,3.483957,0,0.02922,0,3.732651,0,3.745978,462.657647,465.213741,62.449797,62.449807,107.62332,1238.416888,513.744392,67,333.597004,3.505329,3.486197,1.098761,0,236.634874,236.634874,473.080733,469.583969,4.24834,3.062171,8.364947,3.685779,1389.296792,0.462606,232.675954,232.675954,0.24359,62.449798,62.449798,23762.18194,333.617291,5.621532,0.03194,1.691147,4.707296,32892.45166,0
