AATS0p,AATS1p,nAtomP,SaasC,WTPT-4,BCUTc-1h,GGI4,maxaaCH,SpAD_Dt,SpMax_Dt,EE_Dt,ETA_BetaP_ns,BCUTw-1h,BCUTc-1l,naAromAtom,SpDiam_Dt,MLFER_E,SPC-6,GATS1p,SaaCH,R_TpiPCTPC,AATS5p,minHaaCH,AATSC0i,maxaasC,ATS0p,Mp,MWC2,Zagreb,nAromBond,SPC-5,SP-2,ETA_dBetaP,JGI5,ETA_Eta_R,JGT,GGI7,ATS3v,minaasC,AATS6p,minHother,SPC-4,ATS8p,ATS8v,BCUTp-1h,AATS2p,ETA_BetaP,ATS1v,ATS3p,ETA_Eta_B_RC,AATS8p,ASP-5,ETA_EtaP_B_RC,ATS2m,nHaaCH,naaCH,ETA_Alpha,ETA_dBeta,SpMax8_Bhp,SpMAD_Dt,SpMax1_Bhi,SRW2,nBonds,TIC3,MW,JGI2,VPC-6,hmin,TWC,GGI3,ATS6p,AATS5v,ETA_Shape_Y,ZMIC0,ATS3e,ATS2v,ASP-7,ATS4p,SRW4,MDEO-12,AATS4p,ETA_EtaP_F_L,ATS4v,SpMin8_Bhp,maxHaaCH,SHaaCH,SpMax4_Bhv,SpMin1_Bhp,ATS3s,VPC-4,SpMax2_Bhm,GGI8,GATS1m,ECCEN,VP-0,ATS1e,ATS6v,AATS7p,JGI3,Sp,minHCsats,GGI5,ATS3i,ZMIC4,ATS0v,VP-6,ATS4e,MWC10,SpDiam_D,AATSC1e,ATS0e,Sv,SpMax1_Bhe,SpMax4_Bhi,AATS6e,maxdO,VR3_D,VR3_Dzs,ATS5p,Mv,ASP-1,SpAD_Dzm,SpMax_Dzm,SpMax_DzZ,EE_DzZ,SpAD_DzZ,SpAbs_Dzm,EE_Dzm,ATS5v,ATS5e,SpMin4_Bhi,WTPT-1,VR3_Dzp,AATS3p,Spe,McGowan_Volume,SC-3,naasC,ATS7p,AATS0v,ATS4s,Sare,MDEC-33,ATS3m,VR3_Dzi,VP-3,minaaCH,SpMax1_Bhm,TIC4,VPC-5,ETA_Eta_R_L,WPOL,MATS1e,VP-5,GGI9,ATSC1v,TIC5,GATS1e,VP-2,ETA_Eta_L,maxHdsCH,MWC3,Kier1,piPC9,SHBa,GATS1v,VR3_Dt,ATS2p,nBonds2,Sse,ATS1i,ETA_Epsilon_1,nHeavyAtom,VAdjMat,ETA_Eta,nC,ATS7e,apol,SdssC,nBondsM,AATSC2c,AATS6v,ZMIC3,ETA_Beta_ns,CrippenMR,GGI6,ETA_EtaP_F,ETA_EtaP_L,SpMax_D,EE_D,SpAD_D,ETA_Beta_s,minsssCH,SpDiam_Dze,SpDiam_Dzi,ATS2e,SpMAD_D,ATSC1e,ATS6i,CrippenLogP,SP-0,ATS1p,ASP-6,ATS7i,SpMax5_Bhv,AATS8e,SpMax5_Bhp,SpMax5_Bhe,SdsCH,MATS2v,maxHother,SpMax2_Bhe,minHdsCH,SpMax2_Bhi,SpAbs_Dzi,SpAD_Dzi,VR3_Dze,VR3_Dzv,DELS2,ATS8e,Si,nAtom,SpDiam_Dzm,SpMax5_Bhi,SpMax4_Bhe,minHCsatu,mindsCH,EE_Dze,SpMax_Dze,SpAD_Dze,SpAbs_Dze,SpMax1_Bhp,SpMax8_Bhe,AATS1e,SM1_Dze,ATS6e,GGI10,EE_Dzi,SpMax_Dzi,JGI1,VR3_DzZ,VR3_Dzm,ATS8i,SpDiam_DzZ,piPC5,ETA_dEpsilon_B,AATSC2v,SpMax5_Bhs,ATS7v,inhibitor
1.674518,1.930909,13,1.914983,2.426365,0.21584,0.889444,1.879167,302.500961,151.25048,151.25048,0.58333,31.972072,-0.31195,9,210.49909,2.307,6.056551,0.885662,3.485866,7.331305,1.474579,0.541443,1.746921,1.073539,53.584585,0.701293,4.574711,96,10,4.189142,7.892284,-0.09722,0.022328,26.8969,0.386098,0.109375,14373.15856,0.841444,1.403596,0.541443,2.784396,33.714465,4261.094208,12.154194,1.707794,1.26389,9238.711915,109.161496,0.41802,0.936513,0.071767,0.02322,5734.997312,2,2,8.76666,-1.75,2.017926,16.805609,4.054563,3.713572,20,136,262.088832,0.071429,2.505843,-0.028259,110.989989,1.194444,81.408577,185.881075,0.3308,59.760964,588.595078,13785.59102,0.030539,101.932507,5.030438,0,1.396336,0.23005,13129.41777,0.559909,0.686218,1.227661,2.80179,1.974564,184.462963,1.458233,3.624608,0.053666,0.724187,271,10.742219,266.273444,10335.45219,1.145801,0.044239,22.441378,0.316326,0.468889,12330.50024,25.9375,7303.79995,1.281074,556.544698,11.688432,97.179659,-0.006037,247.446797,20.726503,4.038104,3.095282,7.762737,11.303068,10.244353,9.186483,94.373045,0.647703,0.437701,95.205282,47.393487,47.386803,47.386803,95.18999,94.43243,47.393487,11896.38883,487.544928,0.933904,37.095568,8.614514,1.417682,31.207843,1.88,1.105499,2,57.290032,228.243748,185.814815,31.608,5.085675,6212.86881,9.428456,4.325636,1.606699,4.320518,136,2.087137,8.75398,27,-0.097278,2.286946,0.03125,65.833031,136,0.809964,5.486449,4.61317,0,5.433722,13.005,6.672048,17.516942,0.891633,8.579285,102.467637,34,32.274945,5069.825618,0.60729,18,5.169925,13.26099,12,379.069876,38.557102,-0.268689,11,0.000976,178.197452,25.9375,10.5,76.0594,0.383039,0.75755,0.25629,66.827359,66.827359,133.654719,12.25,0,74.285275,73.410936,466.346008,7.425262,-0.205269,9306.045669,2.15408,12.535169,65.650916,0.0463,8245.468239,2.792996,7.749567,2.775935,2.981538,0,0.090517,0.686218,3.696892,0,3.753487,100.159277,100.822447,9.975797,8.947843,16.796767,278.98442,244.081594,32,68.007695,3.072481,3.027232,0,0,51.113363,51.113363,102.265443,101.609048,4.04708,2.26564,7.831572,0.880903,450.238746,0,50.318173,50.318173,0.15,9.012742,9.011464,6157.315891,67.997942,5.710013,0.06146,4.577483,3.283097,7057.80315,1
2.182413,2.182496,21,5.144421,8.222929,0.268577,1.627778,2.164487,384.187631,192.093816,192.093816,0.78261,34.969855,-0.356265,11,280.940693,3.117,7.926697,0.575911,10.012163,11.072749,1.623334,0.455317,1.591348,1.453238,67.654815,0.816116,4.812184,122,12,6.056012,10.397558,0.13043,0.020972,39.08583,0.54443,0.333333,16838.20065,0.494495,1.690664,0.455317,4.141265,62.602615,8477.929916,9.974273,2.046782,1.43478,10713.27777,120.97124,0.7365,1.897049,0.073405,0.03202,7669.87247,5,5,11.5619,3,2.387556,16.70381,4.040053,3.931826,25,139.580086,365.963269,0.08642,1.909693,-0.084566,122.568643,1.784722,79.4612,232.655396,0.38921,72.270519,536.674157,15653.33224,0.030501,99.020679,5.273,0.4,1.678317,0.29036,14168.10653,0.70046,0.588395,2.586174,3.074952,1.976121,245.065996,1.628481,3.979043,0.170832,0.476253,490,13.681378,267.253766,11176.47476,1.736478,0.050992,25.299607,0,0.545278,9850.750713,35.252384,9341.943313,0.891172,493.44076,11.782624,176.911973,-0.013851,260.208971,24.196402,4.040743,3.156957,8.220432,11.913766,13.371109,12.398439,84.413387,0.780529,0.437422,155.712273,77.906946,77.953568,77.953568,155.810215,153.473894,77.906946,12098.08057,427.230864,1.282128,46.541457,12.061899,1.861096,31.823529,2.2933,1.905024,5,69.45913,301.35301,276.578189,31.936,9.423792,8749.2235,13.277868,4.004026,1.773919,4.135668,141.580086,1.705866,10.9355,35,-0.117929,1.576605,0.2025,73.773527,143.580086,0.758433,5.848937,4.25716,0.673927,5.659482,17.8112,7.416378,36.622195,0.612603,12.387045,106.432649,33,32.477422,4765.84078,0.74962,23,5.523562,14.7125,15,318.426414,43.600344,-0.082541,16,0.005615,237.797335,38.49247,18,96.2524,0.565896,1.05971,0.18509,114.973277,114.973277,229.946554,15,0,123.087831,124.402145,425.498772,9.997676,-0.457081,7292.393045,3.19337,16.560113,72.02237,0.049482,6198.216935,2.807277,8.050882,2.848358,3.046557,1.483934,-0.134049,0.673927,3.824909,0.673927,3.838926,161.762357,162.709319,12.629143,12.616832,32.728089,265.679096,229.886026,31,120.115011,3.056979,3.14237,0,1.483934,80.586941,80.586941,161.220067,159.966946,3.96487,2.528351,8.098599,1.516935,386.360302,0.148454,81.19004,81.19004,0.24,12.49785,12.493206,4980.54025,120.156604,5.835176,0.12547,-5.809101,3.306611,9313.017192,1
1.655033,2.004694,13,5.452546,5.680853,0.262508,1.964444,2.178811,560.110525,278.960567,278.960567,0.76087,15.995925,-0.305047,16,371.889765,2.393,10.190332,0.920051,18.841181,9.067131,1.41485,0.429812,1.368224,1.233463,67.85634,0.710914,4.859812,128,17,6.335531,10.517321,0.16304,0.022955,39.2244,0.466717,0.394097,22440.66728,0.697387,1.372314,0.429812,3.713362,82.564367,10353.84206,11.637136,1.785085,1.3587,12714.33634,163.099844,0.64386,1.162878,0.066983,0.02799,6167.772126,9,9,11.16666,3.75,2.665925,24.352632,4.094876,3.970292,26,179.785329,302.13068,0.070175,3.251888,-0.040191,125.200836,1.6875,134.486756,190.369478,0.40299,75.07911,743.40044,19177.78786,0.027174,164.230669,5.32301,0.5,1.466345,0.26618,21946.72654,0.960279,0.537677,4.100047,3.22766,2.12742,269,1.678974,3.805956,0.253968,0.761196,422,13.297106,331.650896,18094.57832,1.294066,0.042188,29.147469,0.713435,0.826389,14589.82869,25.014702,9886.14389,1.61588,827.657284,12.119278,138.764622,0.000518,305.98662,27.306048,4.084558,3.367401,7.528123,12.044436,12.541026,12.014916,154.218611,0.666001,0.427469,150.648443,75.190862,75.185735,75.185735,150.63824,150.236613,75.190862,20750.27311,806.918032,1.289763,47.870833,11.811848,1.647473,39.227451,2.3635,1.749302,5,109.995576,241.125461,284.722222,39.64,11.992321,6677.935748,13.077674,4.599729,1.925949,4.054144,194.149857,2.420949,11.11414,40,0.010347,2.621401,0.055625,101.393703,200.149857,0.641974,6.343428,4.99191,0,5.733341,16.467456,7.834153,17.551131,0.864844,11.601646,135.666428,44,40.651857,6132.506034,0.56179,23,5.523562,17.70873,21,631.750832,50.566274,-0.157836,18,0.001347,184.638554,28.66523,17.5,94.408,0.641633,0.93546,0.21704,98.335651,98.335651,196.671302,13.75,0.053941,107.793964,108.305601,570.00012,8.550926,0.022803,15135.16051,5.10953,15.974327,88.206518,0.043095,13269.76662,2.974247,7.365294,2.961457,3.126489,0,0.078543,0.537677,3.861685,0,3.885117,151.440417,151.726465,12.614952,11.966041,16.268848,522.93584,304.475673,41,107.788854,3.157725,3.331367,0.713435,0,75.196243,75.196243,150.659155,150.248599,4.048809,2.77182,7.53752,0.49699,737.756096,0.04122,75.726049,75.726049,0.192308,12.609723,12.612263,11347.16875,107.783987,6.18929,0.07348,4.184099,3.161481,14356.12792,1
1.922003,2.126109,13,5.753747,5.680853,0.262513,1.964444,2.282721,560.110525,278.960567,278.960567,0.78261,78.918518,-0.305047,16,371.889765,2.693,10.190332,0.7087,19.212628,9.067131,1.517329,0.429349,1.331618,1.467259,73.036102,0.757263,4.859812,128,17,6.335531,10.517321,0.18478,0.022955,39.2244,0.466717,0.394097,22063.08816,0.716473,1.483158,0.429349,3.713362,81.699107,9759.261007,11.697892,1.937159,1.38043,12492.41667,162.868127,0.64386,1.384731,0.066983,0.02799,7759.328316,9,9,11.99999,4.25,2.621078,24.352632,4.090918,3.970292,26,174.666358,366.025542,0.070175,3.571286,-0.040915,125.200836,1.6875,132.001026,202.463126,0.375,74.835344,705.744396,18984.90714,0.027174,160.4111,5.32301,0.5,1.604111,0.26364,21349.51485,0.923508,0.536391,4.081658,3.213618,2.119289,251.700617,1.852061,4.029257,0.253968,0.467481,422,14.261067,311.596858,17590.61786,1.429166,0.042188,28.775985,0.712712,0.826389,13698.61203,28.704612,10072.78422,1.789384,748.46444,12.119278,138.764622,0.000012,288.652673,26.782056,4.08218,3.329402,7.626052,12.053788,12.541026,11.994095,151.732881,0.704791,0.427469,147.177412,73.231944,73.272286,73.272286,147.175282,146.180907,73.231944,20246.31265,747.88058,1.262495,47.870833,11.81119,1.75127,36.8,2.3976,1.749302,5,108.616606,265.073269,263.358025,37.096,11.992321,8373.091154,13.060444,4.899525,1.951926,6.879662,184.666358,2.640415,11.11414,40,0.000209,2.823059,0.055625,75.068908,184.666358,0.618165,6.899971,5.05038,0,5.733341,16.467456,7.834153,17.575095,0.76316,11.601646,135.601156,41,37.992353,5679.370967,0.58421,23,5.523562,18.04799,20,574.441722,49.855895,-0.146291,18,0.001485,197.647392,31.400126,18,98.468,0.641633,0.92071,0.21958,98.335651,98.335651,196.671302,13.75,0.073026,107.422933,108.186201,531.089548,8.550926,0.000503,13681.66415,5.84401,15.974327,87.170485,0.043095,11823.80786,2.960698,7.423894,2.954518,3.114049,0,0.024879,0.536391,3.859506,0,3.88203,151.165183,151.489935,12.59822,11.967222,17.019946,438.009758,280.378769,38,105.762814,3.143345,3.299039,0.712712,0,74.839696,74.839696,149.920479,149.388537,4.053904,2.722312,7.599923,0.64393,678.718644,0.04122,75.61186,75.61186,0.192308,12.539914,12.54062,9351.878881,105.804709,6.18929,0.08421,1.360885,3.166016,13939.58038,1
1.922003,2.126109,13,5.753747,5.680853,0.262513,1.964444,2.282721,560.110525,278.960567,278.960567,0.78261,78.918518,-0.305047,16,371.889765,2.693,10.190332,0.7087,19.212628,9.067131,1.517329,0.429349,1.331618,1.467259,73.036102,0.757263,4.859812,128,17,6.335531,10.517321,0.18478,0.022955,39.2244,0.466717,0.394097,22063.08816,0.716473,1.483158,0.429349,3.713362,81.699107,9759.261007,11.697892,1.937159,1.38043,12492.41667,162.868127,0.64386,1.384731,0.066983,0.02799,7759.328316,9,9,11.99999,4.25,2.621078,24.352632,4.090918,3.970292,26,174.666358,366.025542,0.070175,3.571286,-0.040915,125.200836,1.6875,132.001026,202.463126,0.375,74.835344,705.744396,18984.90714,0.027174,160.4111,5.32301,0.5,1.604111,0.26364,21349.51485,0.923508,0.536391,4.081658,3.213618,2.119289,251.700617,1.852061,4.029257,0.253968,0.467481,422,14.261067,311.596858,17590.61786,1.429166,0.042188,28.775985,0.712712,0.826389,13698.61203,28.704612,10072.78422,1.789384,748.46444,12.119278,138.764622,0.000012,288.652673,26.782056,4.08218,3.329402,7.626052,12.053788,12.541026,11.994095,151.732881,0.704791,0.427469,147.177412,73.231944,73.272286,73.272286,147.175282,146.180907,73.231944,20246.31265,747.88058,1.262495,47.870833,11.81119,1.75127,36.8,2.3976,1.749302,5,108.616606,265.073269,263.358025,37.096,11.992321,8373.091154,13.060444,4.899525,1.951926,6.879662,184.666358,2.640415,11.11414,40,0.000209,2.823059,0.055625,75.068908,184.666358,0.618165,6.899971,5.05038,0,5.733341,16.467456,7.834153,17.575095,0.76316,11.601646,135.601156,41,37.992353,5679.370967,0.58421,23,5.523562,18.04799,20,574.441722,49.855895,-0.146291,18,0.001485,197.647392,31.400126,18,98.468,0.641633,0.92071,0.21958,98.335651,98.335651,196.671302,13.75,0.073026,107.422933,108.186201,531.089548,8.550926,0.000503,13681.66415,5.84401,15.974327,87.170485,0.043095,11823.80786,2.960698,7.423894,2.954518,3.114049,0,0.024879,0.536391,3.859506,0,3.88203,151.165183,151.489935,12.59822,11.967222,17.019946,438.009758,280.378769,38,105.762814,3.143345,3.299039,0.712712,0,74.839696,74.839696,149.920479,149.388537,4.053904,2.722312,7.599923,0.64393,678.718644,0.04122,75.61186,75.61186,0.192308,12.539914,12.54062,9351.878881,105.804709,6.18929,0.08421,1.360885,3.166016,13939.58038,1
1.808815,1.988955,9,4.535188,5.713587,0.14734,1.488889,2.260477,291.949034,145.974517,145.974517,0.47222,78.918337,-0.364712,6,194.752531,1.46,6.701252,0.784153,4.321906,3.514317,1.363608,0.422726,1.290108,1.356674,61.499714,0.720019,4.51086,90,6,4.32925,7.692065,-0.11111,0.023026,27.80431,0.492933,0.180556,15779.08343,0.87642,1.311375,0.422726,2.562373,56.552057,6514.296484,11.13881,1.664236,1.05556,9681.013984,121.346993,0.47264,1.346478,0.073923,0.02626,6607.604714,2,2,9.71428,-2,2.086101,16.219391,3.952127,3.663562,19,152.218849,330.00222,0.068376,2.70551,-0.231557,108.847836,1.375,82.616645,170.253275,0.30882,64.092479,669.273194,14266.29888,0.032883,114.855668,4.962845,0.25,1.435696,0.16969,14441.25334,0.653457,0.469838,0.892564,3.006233,1.991204,211.379115,1.305038,3.970194,0.102545,0.484248,305,12.681936,267.932712,9671.578946,1.287597,0.050926,24.480652,0.256257,0.4375,13827.46856,28.239531,8066.73751,1.296113,615.122255,11.514354,107.623497,-0.000415,262.203666,22.143826,3.952017,3.217602,7.565641,12.197212,9.431776,9.457273,98.179767,0.651289,0.453336,123.064192,60.830734,60.884832,60.884832,123.093793,121.79685,60.830734,12258.23579,551.801084,1.094035,36.089634,9.160765,1.394793,32.901961,2.1068,1.236369,4,66.955024,237.256986,207.409236,33.108,7.080124,8180.758966,9.169071,3.943278,2.061429,6.87975,151.364096,2.086462,8.61336,27,-0.005087,2.031326,0.045625,9.379491,153.364096,0.61305,5.918011,5.55896,0,5.342334,14.409972,5.627396,19.120529,0.901139,8.52863,106.511096,35,34.201748,4964.15807,0.57899,18,5.169925,17.43849,14,391.05986,42.142688,0.303903,7,-0.000927,153.517126,28.105228,8.5,79.679,0.283265,0.57588,0.30883,72.690403,72.690403,145.380806,10.5,0.132202,95.569013,97.072209,487.245216,8.076711,-0.01453,10091.31889,4.98499,13.120956,69.613429,0.048667,8363.012668,2.831297,7.501529,2.911187,2.935906,0,0.013364,0.469838,3.622075,0,3.673411,128.310228,128.718391,9.187806,9.683319,20.288964,315.064236,255.83043,34,93.565901,2.953411,3.171691,0.5965,0,62.936922,62.936922,126.877725,126.308583,3.90481,2.382183,7.65522,0.853714,476.63538,0.028875,63.986179,63.986179,0.210526,9.202001,9.2023,6716.090104,93.611901,5.208461,0.04185,0.769927,2.978074,7919.671148,1
1.942642,2.030467,9,4.651747,5.713587,0.146313,1.488889,2.291684,291.949034,145.974517,145.974517,0.47222,78.919434,-0.364712,6,194.752531,1.633,6.701252,0.707362,4.38432,3.514317,1.403169,0.420326,1.300839,1.424313,66.049814,0.735341,4.51086,90,6,4.32925,7.692065,-0.09722,0.023026,27.80431,0.492933,0.180556,15992.11701,0.893974,1.352853,0.420326,2.562373,59.165177,6643.518886,11.42806,1.709639,1.04167,9764.82516,125.413013,0.47264,1.408695,0.073923,0.02626,7675.478702,2,2,10.33332,-1.75,2.087802,16.219391,3.950834,3.663562,19,152.218849,373.951704,0.068376,3.221153,-0.232157,108.847836,1.375,85.229765,173.081434,0.29032,73.142383,666.540138,14433.92124,0.032883,120.414968,4.962845,0.25,1.505187,0.1602,14716.88728,0.65121,0.467437,0.887763,3.006339,1.988167,209.881173,1.443382,6.868434,0.102545,0.473396,305,13.512003,267.229736,9800.801347,1.326693,0.050926,25.00161,0.256107,0.4375,13770.10303,30.932894,8266.175015,1.457197,612.892239,11.514354,107.623497,-0.000225,260.490002,22.341719,3.950722,3.217222,7.533417,12.205014,9.431776,9.543337,101.028147,0.657109,0.453336,122.493173,60.475733,60.542004,60.542004,122.529298,121.142336,60.475733,12461.86327,549.22726,1.094339,36.089634,9.18638,1.441529,32.823529,2.1594,1.236369,4,68.988034,243.122795,206.173954,33.072,7.080124,9338.252218,9.171357,4.182898,2.092636,6.890764,151.364096,2.508262,8.61336,27,-0.003096,2.206958,0.045625,8.377699,153.364096,0.62908,6.397251,5.72984,0,5.342334,14.409972,5.627396,18.303293,0.868968,8.52863,109.416896,35,34.108521,4951.165598,0.56078,18,5.169925,18.42043,14,389.693332,43.012688,0.315137,7,-0.001001,155.568275,30.798591,8.5,82.369,0.283265,0.52133,0.31832,72.690403,72.690403,145.380806,10.25,0.137934,95.693329,97.243343,485.839264,8.076711,-0.007882,10046.94584,5.09409,13.120956,71.066329,0.048667,8334.329905,2.846895,7.453194,2.973366,2.932307,0,0.021619,0.467437,3.62133,0,3.67283,128.737424,129.079624,9.18785,9.598445,18.188379,313.034156,255.139514,34,93.229607,2.951749,3.171525,0.5959,0,63.065653,63.065653,127.144909,126.617662,3.918308,2.381698,7.635135,0.79087,474.6053,0.028875,64.162511,64.162511,0.210526,9.207225,9.207853,6671.717049,93.286937,5.208461,0.03912,1.302575,2.975357,8026.187937,1
1.942642,2.030467,9,4.651747,5.713587,0.146313,1.488889,2.291684,291.949034,145.974517,145.974517,0.47222,78.919434,-0.364712,6,194.752531,1.633,6.701252,0.707362,4.38432,3.514317,1.403169,0.420326,1.300839,1.424313,66.049814,0.735341,4.51086,90,6,4.32925,7.692065,-0.09722,0.023026,27.80431,0.492933,0.180556,15992.11701,0.893974,1.352853,0.420326,2.562373,59.165177,6643.518886,11.42806,1.709639,1.04167,9764.82516,125.413013,0.47264,1.408695,0.073923,0.02626,7675.478702,2,2,10.33332,-1.75,2.087802,16.219391,3.950834,3.663562,19,152.218849,373.951704,0.068376,3.221153,-0.232157,108.847836,1.375,85.229765,173.081434,0.29032,73.142383,666.540138,14433.92124,0.032883,120.414968,4.962845,0.25,1.505187,0.1602,14716.88728,0.65121,0.467437,0.887763,3.006339,1.988167,209.881173,1.443382,6.868434,0.102545,0.473396,305,13.512003,267.229736,9800.801347,1.326693,0.050926,25.00161,0.256107,0.4375,13770.10303,30.932894,8266.175015,1.457197,612.892239,11.514354,107.623497,-0.000225,260.490002,22.341719,3.950722,3.217222,7.533417,12.205014,9.431776,9.543337,101.028147,0.657109,0.453336,122.493173,60.475733,60.542004,60.542004,122.529298,121.142336,60.475733,12461.86327,549.22726,1.094339,36.089634,9.18638,1.441529,32.823529,2.1594,1.236369,4,68.988034,243.122795,206.173954,33.072,7.080124,9338.252218,9.171357,4.182898,2.092636,6.890764,151.364096,2.508262,8.61336,27,-0.003096,2.206958,0.045625,8.377699,153.364096,0.62908,6.397251,5.72984,0,5.342334,14.409972,5.627396,18.303293,0.868968,8.52863,109.416896,35,34.108521,4951.165598,0.56078,18,5.169925,18.42043,14,389.693332,43.012688,0.315137,7,-0.001001,155.568275,30.798591,8.5,82.369,0.283265,0.52133,0.31832,72.690403,72.690403,145.380806,10.25,0.137934,95.693329,97.243343,485.839264,8.076711,-0.007882,10046.94584,5.09409,13.120956,71.066329,0.048667,8334.329905,2.846895,7.453194,2.973366,2.932307,0,0.021619,0.467437,3.62133,0,3.67283,128.737424,129.079624,9.18785,9.598445,18.188379,313.034156,255.139514,34,93.229607,2.951749,3.171525,0.5959,0,63.065653,63.065653,127.144909,126.617662,3.918308,2.381698,7.635135,0.79087,474.6053,0.028875,64.162511,64.162511,0.210526,9.207225,9.207853,6671.717049,93.286937,5.208461,0.03912,1.302575,2.975357,8026.187937,1
1.677186,1.952205,17,5.581932,5.517934,0.207068,0.986667,2.179902,514.575778,257.287889,257.287889,0.80769,34.968854,-0.370632,18,384.948862,2.789,5.875269,0.83246,23.389047,6.034438,1.318469,0.423565,1.469674,1.436336,75.473353,0.714878,4.875197,130,18,4.801405,11.039491,0.20192,0.020594,44.10414,0.384195,0.269097,20304.69075,0.461372,1.349854,0.423565,3.223932,108.604478,14241.71462,10.010069,1.745949,1.41346,13323.75488,148.573061,0.54101,1.37474,0.084975,0.02081,6739.070427,12,12,12.68095,5.25,2.696763,19.791376,3.953261,4.043051,28,223.523749,366.113505,0.066066,1.500273,-0.150287,127.970149,1.625,124.186556,176.198029,0.276,82.695583,762.08049,18715.66566,0.037044,139.763209,5.32301,0.125,1.41175,0.28961,18595.90421,0.928288,0.556704,5.951719,3.151202,1.998114,282.858025,1.272853,3.885696,0.200806,0.643926,618,14.870157,363.025666,16615.57596,1.406884,0.043919,32.169501,0.567801,0.597222,15364.14133,24.983841,10907.82694,0.872567,762.611228,11.586464,236.640445,-0.005056,345.183981,30.183745,3.928982,3.363927,7.467474,11.543335,14.85757,15.098224,130.528428,0.67075,0.451108,235.034208,117.57267,117.574755,117.574755,235.039297,233.700624,117.57267,17443.60489,758.95721,1.242671,52.952873,14.495536,1.500738,43.713725,2.7511,1.4467,6,118.178217,242.396154,292.175926,44.108,5.138693,7260.996004,15.981621,4.272261,1.70547,3.980468,237.133389,1.533393,12.63099,37,-0.075171,1.776524,0.1025,141.261077,237.133389,0.784699,6.159738,5.10116,0,5.693732,20.727041,6.554156,26.970588,0.819397,15.948923,132.692141,47,45.187546,6802.590001,0.5982,26,5.70044,17.64534,21,637.95446,55.613067,-0.455632,19,0.000845,180.604087,27.065866,21,108.6001,0.425306,1.01765,0.1962,153.672658,153.672658,307.345316,15.75,0,184.123994,184.25441,584.354848,11.820974,-0.237614,14515.55188,5.37248,18.35516,91.753646,0.056625,13190.13932,3.079594,7.608584,3.04946,3.288444,0,-0.090206,0.556704,3.868714,0,3.887587,236.049689,236.9067,16.242021,16.690926,22.067636,601.078172,337.789609,45,182.879794,3.328304,3.31771,0,0,118.635218,118.635218,237.194489,236.283136,3.853791,2.815997,7.72395,0.9873,687.007638,0.090807,118.489059,118.489059,0.160714,16.004305,16.00196,12460.79769,182.865715,5.712701,0.0852,-4.677483,3.284415,15952.45843,1
1.961532,2.146194,28,5.54578,5.691418,0.242722,1.733889,2.163322,659.722482,329.861241,329.861241,1,34.969855,-0.356186,21,475.369001,3.502,9.923374,0.723302,21.009198,12.038479,1.655365,0.444395,1.530494,1.320088,84.345876,0.784603,5.068904,158,23,7.147921,13.014911,0.36667,0.021587,55.44852,0.435891,0.380208,22826.20054,0.473374,1.59892,0.444395,4.527606,107.202768,15475.31074,10.702238,2.006257,1.63333,14641.92654,160.781217,0.71201,1.701631,0.0772,0.02373,8566.200042,11,11,14.79524,11,2.747007,21.990749,4.056407,4.204693,33,229.329385,433.038482,0.077295,2.50443,-0.146407,139.946448,2.097222,126.314685,234.42532,0.33795,89.33655,728.140638,21075.53348,0.031702,150.56753,5.525453,0.2,1.672973,0.31793,21441.6931,0.957647,0.61206,5.924046,3.442483,2.083539,315.180041,1.646758,3.99609,0.323263,0.497354,775,16.906914,360.162272,17884.87814,1.625216,0.044622,33.73791,0,0.906667,13996.13254,28.014669,12315.64341,1.136523,720.762694,12.052543,283.401491,-0.004237,342.23149,32.407081,4.045601,3.579286,7.905924,12.715271,17.300112,18.936195,144.016727,0.753653,0.440789,260.57025,130.30187,130.339277,130.339277,260.649186,258.679782,130.30187,20395.00285,694.192865,1.35657,61.506148,19.494738,1.747622,42.968627,2.9745,1.903036,6,112.139932,286.410312,352.694444,43.188,10.728226,9286.449472,19.045328,4.930896,1.698898,4.133412,233.329385,2.087275,14.54599,47,-0.052607,2.316634,0.210633,46.329646,233.329385,0.68375,7.169421,5.00821,0.684026,5.921578,23.168044,7.844953,22.956783,0.703002,19.355247,144.45048,46,43.952658,6521.742318,0.67453,30,5.906891,18.52821,23,538.36754,58.412309,-0.512173,26,0.001479,226.390862,28.333392,30,121.8727,0.65161,1.23068,0.16694,185.380068,185.380068,370.760137,19,0,204.464443,202.791628,566.299376,12.358671,-0.194894,12263.1252,6.80536,21.087211,98.724924,0.049203,10656.18327,3.286493,7.939609,3.293437,3.380829,1.475308,-0.118464,0.684026,4.022091,0.684026,4.034891,262.135038,263.16331,21.302736,19.706963,33.855056,500.195354,318.886419,43,202.231629,3.423943,3.562711,0,1.475308,132.370809,132.370809,264.825237,263.723011,3.972571,2.844528,7.829615,1.337347,624.56803,0.134786,131.435469,131.435469,0.181818,20.189357,20.16525,9690.675443,202.25637,6.363567,0.12676,-5.432266,3.683188,15844.20417,1
