@relation 'pdbag3withclass-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Standardize-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-V-R1-249,1195'

@attribute MLFER_BH numeric
@attribute nN numeric
@attribute C1SP2 numeric
@attribute MLFER_L numeric
@attribute MLFER_BO numeric
@attribute ATSC7c numeric
@attribute ATS1m numeric
@attribute TIC0 numeric
@attribute ETA_Beta_s numeric
@attribute nHBAcc numeric
@attribute ndO numeric
@attribute ATS0m numeric
@attribute TIC1 numeric
@attribute MW numeric
@attribute SdO numeric
@attribute TWC numeric
@attribute SHBint2 numeric
@attribute nHBint3 numeric
@attribute nHBint2 numeric
@attribute ATSC7e numeric
@attribute ndssC numeric
@attribute nHssNH numeric
@attribute nssNH numeric
@attribute ETA_Eta_R numeric
@attribute TopoPSA numeric
@attribute Zagreb numeric
@attribute ATS2m numeric
@attribute MWC2 numeric
@attribute nBonds numeric
@attribute SRW2 numeric
@attribute SRW4 numeric
@attribute ATS6v numeric
@attribute piPC1 numeric
@attribute nHBDon_Lipinski numeric
@attribute MLFER_S numeric
@attribute nHBa numeric
@attribute ATS8e numeric
@attribute ATS8m numeric
@attribute ATSC4c numeric
@attribute SP-2 numeric
@attribute ATSC7s numeric
@attribute SpMax8_Bhs numeric
@attribute MPC2 numeric
@attribute ETA_Eta_B numeric
@attribute ATS8p numeric
@attribute ATS7p numeric
@attribute SssNH numeric
@attribute ATS8v numeric
@attribute SHssNH numeric
@attribute TIC2 numeric
@attribute ATS7v numeric
@attribute nHBDon numeric
@attribute SpMax7_Bhm numeric
@attribute ATSC8s numeric
@attribute ATSC1c numeric
@attribute ETA_Eta_F numeric
@attribute ATSC6c numeric
@attribute MLFER_E numeric
@attribute nHBAcc_Lipinski numeric
@attribute ATSC3i numeric
@attribute ATS7m numeric
@attribute nHBAcc2 numeric
@attribute GGI1 numeric
@attribute MWC3 numeric
@attribute ETA_Eta_B_RC numeric
@attribute SpMax7_Bhs numeric
@attribute SRW6 numeric
@attribute ETA_Beta numeric
@attribute GGI7 numeric
@attribute GGI10 numeric
@attribute ATS7e numeric
@attribute ATSC8e numeric
@attribute nHBint9 numeric
@attribute ATS6p numeric
@attribute ETA_Eta numeric
@attribute MWC4 numeric
@attribute minHBint10 numeric
@attribute ATS6m numeric
@attribute GGI8 numeric
@attribute GGI9 numeric
@attribute ATS5m numeric
@attribute WTPT-5 numeric
@attribute SdssC numeric
@attribute ATS8s numeric
@attribute ATS1s numeric
@attribute ATSC0s numeric
@attribute SM1_Dzi numeric
@attribute SP-3 numeric
@attribute minssNH numeric
@attribute MDEN-22 numeric
@attribute MDEN-12 numeric
@attribute MDEN-11 numeric
@attribute ATSC0m numeric
@attribute nHBint6 numeric
@attribute ATSC3s numeric
@attribute SpMax8_Bhm numeric
@attribute VAdjMat numeric
@attribute nHeavyAtom numeric
@attribute SsNH2 numeric
@attribute SHCsatu numeric
@attribute SHsNH2 numeric
@attribute MLFER_A numeric
@attribute ETA_Eta_F_L numeric
@attribute ATSC4e numeric
@attribute minHBint6 numeric
@attribute Kier3 numeric
@attribute MATS7c numeric
@attribute SHBint9 numeric
@attribute DELS numeric
@attribute sumI numeric
@attribute ATS0s numeric
@attribute SM1_DzZ numeric
@attribute SpMax6_Bhs numeric
@attribute ATS7s numeric
@attribute SM1_Dzm numeric
@attribute ATS2s numeric
@attribute DELS2 numeric
@attribute SHBa numeric
@attribute nHBd numeric
@attribute WPOL numeric
@attribute piPC2 numeric
@attribute JGI5 numeric
@attribute MDEC-23 numeric
@attribute ATS6e numeric
@attribute ATS5v numeric
@attribute TIC3 numeric
@attribute ETA_Alpha numeric
@attribute SpMAD_D numeric
@attribute ATS8i numeric
@attribute ATS7i numeric
@attribute SM1_Dzv numeric
@attribute LipinskiFailures numeric
@attribute TIC4 numeric
@attribute ETA_EtaP_F numeric
@attribute ATS4m numeric
@attribute ATS3m numeric
@attribute topoDiameter numeric
@attribute nHBint8 numeric
@attribute ATSC5c numeric
@attribute SHBint6 numeric
@attribute Kier1 numeric
@attribute maxHsNH2 numeric
@attribute ATSC5s numeric
@attribute SpMax7_Bhe numeric
@attribute ATSC0e numeric
@attribute ATS5s numeric
@attribute nHsNH2 numeric
@attribute ATSC5m numeric
@attribute nsNH2 numeric
@attribute IC4 numeric
@attribute IC3 numeric
@attribute ATS3s numeric
@attribute SM1_Dze numeric
@attribute SC-3 numeric
@attribute ATSC8c numeric
@attribute minHBint9 numeric
@attribute SHBint8 numeric
@attribute ATS4v numeric
@attribute SP-0 numeric
@attribute MDEC-33 numeric
@attribute ALogP numeric
@attribute JGI8 numeric
@attribute topoRadius numeric
@attribute ATS3v numeric
@attribute ATS6s numeric
@attribute ATSC4s numeric
@attribute C2SP3 numeric
@attribute ATSC0i numeric
@attribute SpMax6_Bhm numeric
@attribute JGI9 numeric
@attribute GGI6 numeric
@attribute ALogp2 numeric
@attribute ATSC0c numeric
@attribute ETA_Beta_ns numeric
@attribute AATSC3i numeric
@attribute VABC numeric
@attribute Kier2 numeric
@attribute MATS4c numeric
@attribute ATS0p numeric
@attribute minHBint8 numeric
@attribute SpMAD_Dzi numeric
@attribute SpMax8_Bhv numeric
@attribute minHBint5 numeric
@attribute ATS0e numeric
@attribute AATSC5c numeric
@attribute WTPT-3 numeric
@attribute ATS1i numeric
@attribute ATS1e numeric
@attribute SpMax5_Bhi numeric
@attribute SpMax5_Bhm numeric
@attribute SpAD_Dt numeric
@attribute ATS5p numeric
@attribute nHBint10 numeric
@attribute SpMax7_Bhi numeric
@attribute Spe numeric
@attribute Sare numeric
@attribute IC5 numeric
@attribute maxHCsatu numeric
@attribute maxsNH2 numeric
@attribute SM1_Dzs numeric
@attribute SpMax5_Bhs numeric
@attribute ATS4s numeric
@attribute maxHBint9 numeric
@attribute ASP-5 numeric
@attribute MATS5c numeric
@attribute SP-5 numeric
@attribute minHssNH numeric
@attribute maxdO numeric
@attribute MAXDP numeric
@attribute gmax numeric
@attribute maxHBa numeric
@attribute MPC3 numeric
@attribute MAXDP2 numeric
@attribute Sse numeric
@attribute nHBAcc3 numeric
@attribute JGI6 numeric
@attribute AATSC7c numeric
@attribute WPATH numeric
@attribute SpMax4_Bhs numeric
@attribute SM1_Dzp numeric
@attribute nBonds2 numeric
@attribute VP-0 numeric
@attribute nHBint5 numeric
@attribute ATSC2e numeric
@attribute ATSC2v numeric
@attribute SP-4 numeric
@attribute GGI2 numeric
@attribute SHBd numeric
@attribute GGI5 numeric
@attribute CrippenMR numeric
@attribute ATS0v numeric
@attribute maxssNH numeric
@attribute SpMin4_Bhp numeric
@attribute VR3_Dzs numeric
@attribute VP-3 numeric
@attribute SpMin5_Bhv numeric
@attribute ATSC5e numeric
@attribute ETA_Eta_R_L numeric
@attribute ATSC6i numeric
@attribute GGI4 numeric
@attribute ATS3e numeric
@attribute ETA_BetaP_ns_d numeric
@attribute SHCsats numeric
@attribute SpMAD_Dze numeric
@attribute JGI4 numeric
@attribute SpMax5_Bhe numeric
@attribute VR3_Dzp numeric
@attribute SpMin7_Bhi numeric
@attribute ZMIC0 numeric
@attribute class {0,1}

@data
3.340338,2.542537,1.762751,2.101176,3.334676,-3.35108,3.240286,2.967987,2.345082,3.513689,4.033488,2.622168,2.224705,2.386831,4.351216,2.076426,1.905369,3.728752,2.09419,-2.505127,1.709687,4.698854,4.698854,2.706283,3.319531,2.233776,2.81946,1.708815,2.035982,1.602051,1.735142,2.520264,1.623364,1.907419,3.315324,3.228639,3.095341,3.251,-2.276734,2.471708,-3.678585,2.013403,2.348906,4.104463,2.786017,2.624706,4.353534,2.859553,4.459639,2.13447,2.711492,2.284042,1.2181,7.156881,-2.818485,2.652317,0.937679,2.294874,3.321094,1.937043,3.037228,3.374081,3.501155,1.664718,3.421378,1.962311,1.753825,1.967603,3.10801,3.955422,2.849677,6.88541,2.914874,2.423338,2.520144,1.677457,-0.076919,2.662154,3.153253,3.325766,2.526702,3.361406,-2.526016,4.062683,1.896226,4.762316,3.63108,1.812519,1.55707,6.078969,-0.282015,-0.183113,2.248291,2.879098,-2.064727,1.218251,1.623902,2.08956,-0.313121,1.996848,-0.305097,1.513318,1.832635,-2.003429,-0.189132,1.189405,-1.37874,2.310759,3.999217,3.313528,4.150747,4.814757,1.894122,3.247839,4.813685,4.494905,3.934328,3.443495,2.696707,2.101965,1.800479,-0.125686,-1.559564,2.559556,2.359547,1.951578,2.00079,-0.07071,3.03259,2.767384,-3.735866,1.558564,1.8104,2.148927,2.207803,2.441034,-0.070711,4.697404,2.75354,2.655879,2.157724,-0.391071,0.431566,1.21266,3.77592,3.038629,-0.31158,-1.705615,-0.31158,0.64561,0.71655,3.138793,4.04588,4.350776,5.096756,-0.080803,3.816943,2.19902,2.157461,-0.77741,-3.068623,0.307009,-0.070625,2.041536,2.856402,-1.686037,0.524127,1.964651,1.232773,0.595588,2.620666,3.179862,2.739435,1.230654,1.028067,1.80168,1.117725,-0.92404,1.852345,-0.149251,0.689676,1.127966,-0.026563,2.096771,0.826379,4.701396,1.919623,1.997245,1.144109,3.510186,2.523262,2.210593,3.729386,1.185763,1.969115,1.979772,0.66211,1.555104,-0.392988,0.680419,2.53507,2.861583,1.061255,0.001372,0.832535,1.593852,1.676029,0.878118,1.676656,1.255552,1.192292,1.734067,1.670882,1.94287,3.563873,0.169142,-1.365066,-0.070711,2.600086,-3.71841,1.807015,1.721343,3.684997,4.984543,-0.755756,1.699518,2.151587,1.887117,2.10202,1.488323,1.810244,1.636512,0.931549,2.248804,1.432049,1.004109,-0.340157,1.939377,0.174064,2.024805,2.136178,-0.426083,3.076601,0.78888,0.11379,1.409539,2.388407,1.233992,2.008966,1
2.370042,3.466424,1.314784,1.165691,2.378238,-1.563398,1.049426,1.428196,1.047509,2.209908,1.312754,1.017841,1.05881,0.970057,1.436839,0.834801,2.850589,1.967599,3.46818,-0.909241,2.162884,1.848184,1.848184,0.900292,2.590508,0.794634,0.997655,0.938166,0.781818,0.92744,0.940003,0.841102,0.943356,3.308902,1.720808,2.134927,1.004819,1.111236,-1.7095,0.908771,-1.220633,1.956035,0.789957,1.752322,0.880464,0.869095,1.878234,0.930897,1.831217,0.916776,0.887868,2.284042,0.811546,2.866063,-2.437845,0.949084,0.902069,1.55485,2.061268,1.837237,0.998602,2.09825,1.333928,0.872875,1.292779,1.906183,0.868921,0.887167,1.221955,1.122105,0.993803,2.615356,1.742673,0.83238,0.779239,0.823603,-0.745502,0.957602,1.06941,1.073454,1.068527,4.007203,-1.412454,1.393374,1.386825,1.534304,2.634631,0.649487,1.80041,2.814629,8.656664,10.420753,0.860581,1.113863,-1.906979,0.882784,0.990434,0.86471,7.95428,1.112769,8.474541,1.698801,1.025657,-2.441143,0.031308,0.573579,-1.108442,2.719583,1.32731,1.411556,1.507442,2.101963,1.844539,1.105962,2.100912,1.236933,1.308176,1.581448,2.696707,0.734674,0.932987,-0.146863,2.106972,0.889811,0.781927,0.740186,0.797972,-0.070711,1.013033,1.015366,-2.140302,1.558564,0.65554,1.193422,0.915035,0.986585,-0.070711,3.34981,1.930546,0.779708,1.002534,2.634032,0.961573,0.812294,1.209083,1.074277,8.109489,1.131549,8.109489,0.268211,0.359043,1.171514,1.872456,1.130264,2.678192,0.128544,3.67443,0.697896,0.910177,-0.77741,-1.63207,0.161727,-0.070653,0.599073,1.020992,-2.626626,-0.057877,0.91058,0.800525,0.42241,0.813333,0.966059,1.724839,0.568904,1.422605,0.693611,0.605019,-1.294592,0.641358,-0.812593,0.403186,0.77253,-1.236313,0.837587,1.076165,2.712764,0.877976,0.80524,0.775945,0.812732,0.192275,0.738855,2.228627,0.843311,0.792422,0.79954,0.303535,1.125244,2.451338,2.181437,1.841457,0.985797,1.992893,0.178864,0.982308,0.366287,1.942307,0.723474,1.156027,0.912731,0.870596,0.487818,1.156232,0.775253,2.128853,-0.052153,-1.234301,-0.070711,1.845337,-1.615951,0.686209,0.704416,0.720625,1.702498,-0.13099,0.40641,0.999222,3.254346,0.761524,0.891081,0.646609,1.722111,0.713574,1.100027,0.443148,0.727877,0.918524,0.79959,0.822373,0.778852,0.617622,-0.426083,1.084364,0.480974,0.151119,0.70421,0.839024,0.756889,0.745267,1
1.824802,1.988205,1.762751,1.426896,1.83011,-2.122977,1.1675,1.292533,1.103925,1.507873,1.76621,1.032563,1.160343,0.989162,2.011868,1.000322,2.030028,1.967599,1.865192,-2.429558,1.709687,1.848184,1.848184,1.042889,1.795128,1.067313,1.210748,1.114356,0.985196,1.058048,1.128673,1.413699,1.121647,1.907419,1.670835,1.916184,1.395153,1.869389,-2.047194,1.010534,-2.298381,1.805213,1.112498,1.105268,1.608721,1.516834,1.908002,1.63243,1.745407,1.019841,1.545565,1.469477,1.010187,1.330196,-1.551282,1.236846,1.995901,1.945166,1.47981,1.546211,1.803916,1.509406,1.189446,1.128472,1.113259,1.747356,1.147392,1.250194,1.641147,1.70197,1.374542,1.47646,1.898966,1.355601,0.780904,1.132008,-1.028523,1.733946,1.564941,1.776795,1.605186,2.461468,-1.623295,1.739475,1.210614,1.670613,1.795898,1.062829,1.72197,1.109919,3.044492,2.155144,0.75171,2.084743,-1.864509,0.992048,1.033339,0.932757,3.975635,1.71651,3.678402,2.133395,1.282368,-1.972074,-1.049562,0.054129,-1.510905,1.590909,1.590867,1.399058,1.530367,1.793885,1.674918,1.667761,1.792938,1.08942,1.57005,1.665107,1.751158,1.125329,1.205346,-0.166434,-1.559564,1.138004,1.193249,1.033943,0.904889,-0.070711,1.300325,1.291485,-1.592086,1.558564,0.993217,1.601894,1.28009,1.309555,-0.070711,1.898554,1.644114,1.804081,0.816328,2.771059,2.024738,0.95191,1.189087,1.466364,3.898955,1.929428,3.898955,1.867332,1.70855,1.291895,1.531574,0.976154,1.499859,-1.249306,1.702466,1.015496,0.882921,-0.77741,-1.563688,0.086401,-0.070682,0.945975,1.522695,-2.382891,0.071457,0.927859,1.007288,0.399671,1.388603,0.887234,1.257144,1.330919,1.194851,0.662474,0.342189,-1.787978,0.765874,-1.292932,0.158716,0.832326,-0.952903,0.7329,0.869046,2.087488,0.742476,0.739265,0.932142,1.080976,1.110578,1.064645,2.228627,0.963869,0.694465,0.697514,1.668382,1.354447,2.86621,1.347513,1.648116,1.224499,2.010253,-0.214592,0.932733,1.145653,1.729705,0.825338,1.498963,1.138546,1.082496,1.088688,1.452293,0.674186,0.837334,-0.121909,-1.427637,-0.070711,1.625038,-1.349291,0.653722,0.703937,1.567588,0.831842,-0.327194,1.037807,1.059872,1.747108,1.236385,0.848781,0.782377,1.813285,0.965792,0.907388,0.895711,0.794101,1.565879,0.905858,1.484904,1.18082,0.73885,-0.11158,1.007181,0.200936,0.149941,0.908167,1.056434,0.860491,0.796079,1
2.366391,2.727315,2.882669,2.132118,2.341174,-2.667945,1.926131,2.392899,2.048897,2.41049,2.446393,1.649898,2.344869,1.874718,2.885287,1.906164,2.56742,2.456808,2.781185,-2.859624,2.616082,3.115149,3.115149,2.266832,2.242837,2.03684,2.198536,1.622255,1.900397,1.541416,1.641628,2.567392,1.567082,2.187716,1.894899,2.46304,2.86767,2.569906,-2.822943,1.936021,-2.869237,1.830287,2.107,2.208152,2.793935,2.622967,3.242421,2.810133,2.557424,2.319519,2.688237,2.121129,1.097566,1.583078,-2.368276,2.176826,3.021497,1.911246,2.255087,0.62502,2.514323,2.196391,2.27306,1.646508,2.066794,1.770458,1.671501,1.98489,2.459907,2.586544,2.662583,1.142669,3.383755,2.441417,2.150611,1.651923,-0.691094,2.557204,2.92952,2.481149,2.532931,3.491864,-2.522942,2.91386,2.290693,2.543088,2.764098,2.077441,1.63486,4.441578,2.701574,0.306047,1.294071,3.232146,-1.841787,1.071473,1.519404,1.851394,2.404439,2.744327,1.705724,3.19707,1.87377,-2.157242,-0.096001,0.468446,-1.340947,3.088759,2.57958,2.404131,2.467013,2.247444,1.696897,2.879252,2.245056,2.180988,2.575566,2.486683,2.507597,2.175212,1.640532,-0.031507,-1.559564,2.438433,2.428766,2.307624,1.786959,-0.070711,2.85881,2.598982,-2.53798,1.558564,2.216526,1.836652,2.19555,2.274459,-0.070711,1.898554,2.142557,2.786026,1.728875,2.606,3.187884,1.08978,2.148268,2.947504,2.214741,1.661057,2.214741,2.036764,1.907852,2.38696,2.340638,1.844206,0.133005,-0.037174,1.838691,2.286048,1.820143,-0.77741,-1.835244,0.349487,-0.070639,2.105113,3.043026,-2.314814,0.653461,1.867625,1.141259,0.279803,2.335466,1.214499,2.041189,1.691873,0.56486,1.562107,0.94375,-1.597518,1.627288,0.248634,0.570162,1.035828,0.246825,1.797638,0.617209,2.969493,1.823881,1.81084,1.089358,1.102933,2.485518,2.265221,2.078551,1.114401,1.751253,1.757078,1.714797,1.530197,2.877229,2.426645,1.671152,2.620062,2.059881,-0.223039,0.760028,1.927469,1.348706,0.876331,1.670638,1.25159,1.188574,2.090138,1.674427,1.73079,1.698347,-0.07974,-1.093271,-0.070711,1.648242,-2.268198,1.709554,1.683058,3.120355,2.040854,-0.309249,1.999611,2.090936,1.98653,2.427191,1.777955,1.692116,1.874593,1.033756,2.071761,1.948077,0.977873,2.192292,1.797212,2.51783,2.132095,1.886194,-0.426083,2.857644,0.6827,0.137039,1.074673,2.106632,1.105128,1.744752,1
1.882307,2.172982,1.762751,1.419678,1.884953,-1.9871,1.202669,1.319342,1.160341,1.608163,1.76621,1.065087,1.20615,1.020577,2.009577,1.031569,2.348556,1.576232,2.323188,-2.155374,1.936286,1.848184,1.848184,1.060593,1.864282,1.097611,1.242241,1.132825,1.019093,1.078816,1.146417,1.384544,1.155019,1.907419,1.75014,1.916184,1.352641,1.855236,-1.847443,1.066942,-2.108901,1.784937,1.139377,1.175319,1.563497,1.478437,1.914575,1.593463,1.780815,1.050042,1.509001,1.469477,1.009212,1.555932,-1.677823,1.285048,1.58445,2.044537,1.57672,1.81024,1.782171,1.607546,1.261687,1.136769,1.173824,1.726133,1.152995,1.336629,1.610727,1.671185,1.311853,1.69506,1.664526,1.331107,0.770059,1.137277,-1.01515,1.696712,1.515326,1.579339,1.590972,2.676073,-1.624351,1.710615,1.262073,1.671021,1.925678,1.036861,1.698392,1.386035,3.285525,2.538706,0.75021,1.643434,-2.581842,0.984889,1.054353,0.966781,3.784558,1.700513,4.245417,2.226437,1.403064,-2.015494,-1.028529,0.115463,-1.435182,1.661014,1.577292,1.449048,1.559725,1.862347,1.652325,1.585392,1.861353,1.156129,1.559587,1.650472,1.751158,1.100913,1.250324,-0.214695,-1.559564,1.123677,1.182235,1.073508,0.934049,-0.070711,1.259477,1.225888,-1.691743,1.558564,0.995301,1.636256,1.246754,1.245997,-0.070711,2.209537,1.876004,1.465332,0.85007,2.799808,1.969434,0.938357,1.210102,1.478859,3.898955,2.018997,3.898955,1.875158,1.846605,1.239431,1.608061,1.065118,1.793574,-1.181753,2.041936,1.000116,0.914901,-0.77741,-1.299528,0.060923,-0.070682,0.921245,1.476015,-2.370125,0.00679,0.954659,1.00296,0.271633,1.311695,0.605396,1.278699,1.451237,1.36729,0.681341,0.375157,-1.622795,0.775073,-1.256543,0.202197,0.814236,-0.93435,0.740444,0.999415,2.208695,0.74772,0.745476,0.94333,1.081141,1.159121,1.049114,1.478248,0.945828,0.700085,0.703369,1.655975,1.35887,2.411947,1.434232,1.624057,1.19984,2.014803,-0.176266,1.074702,1.159586,1.760084,0.825272,1.498741,1.1384,1.082359,1.066433,1.452072,0.677762,0.980836,-0.160651,-1.369732,-0.070711,1.59789,-1.419047,0.653722,0.724449,1.567588,1.077713,-0.307599,1.059439,0.938571,1.932919,1.155142,0.889414,0.800101,1.872291,0.967795,0.997282,0.856947,0.792652,1.565937,0.937259,1.64609,1.145221,0.696698,-0.115712,0.974444,0.249573,0.116361,0.912937,1.129449,0.852587,0.829425,1
